,MAINTENANCE_021,HIGHWAY_DISTRICT_002,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,MEMBRANE_TYPE_108B,SURFACE_TYPE_108A,DECK_STRUCTURE_TYPE_107,YEAR_RECONSTRUCTED_106,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,INVENTORY_RATING_066,OPERATING_RATING_064,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,LONG_017,LAT_016
14018,1,12,1970,83209,2019,0,0,1,0.0,6,4,24.5,32.7,5,2,25.9,66.4,15.7,20.7,1,1,1,0,0,95175338,29414451
14019,1,12,1966,83209,2019,8,0,1,0.0,6,6,37.2,68.0,5,2,18.6,107.9,23.9,24.9,1,1,1,0,0,95193180,29413142
14020,1,12,1966,83209,2019,0,1,1,0.0,6,6,32.7,54.4,5,2,19.8,79.2,20.2,21.0,0,1,1,0,0,95192070,29413655
14021,1,12,1966,91568,2019,0,0,1,0.0,5,6,27.2,61.7,5,2,14.6,89.0,20.1,20.9,0,1,0,0,0,95220077,29405144
14022,1,12,1964,91568,2019,0,0,1,0.0,5,6,24.5,32.7,4,2,33.5,261.5,20.1,20.9,1,1,0,0,0,95214645,29405045
14023,1,12,1966,83209,2019,0,0,1,0.0,6,6,24.5,32.7,5,2,16.5,76.8,20.2,20.9,1,1,1,0,0,95212049,29405148
14024,1,12,1970,83209,2019,8,0,1,2018.0,7,4,28.1,63.5,5,2,21.3,79.2,15.7,20.7,1,1,1,0,0,95180147,29414536
14025,1,12,1968,83209,2019,0,1,1,0.0,6,6,32.5,54.1,2,1,17.4,41.8,20.2,21.1,1,1,1,0,0,95195563,29412029
14026,1,12,1968,83209,2019,0,1,1,0.0,6,6,25.3,54.4,5,2,17.4,61.9,20.2,21.0,0,1,1,0,0,95190978,29414169
14027,1,12,1968,83209,2019,0,0,1,0.0,5,6,24.5,32.7,5,2,17.1,63.4,20.3,21.1,1,0,1,0,0,95202761,29410850
14028,1,12,1968,83209,2019,0,0,1,0.0,6,6,29.0,48.1,2,1,17.4,41.8,20.2,20.9,1,1,1,0,0,95205670,29405973
14029,1,12,2020,17113,2015,0,0,2,0.0,7,9,32.7,54.4,5,2,39.6,277.4,8.8,9.6,1,1,1,0,0,95223900,29405300
14030,1,12,2017,15339,2010,0,0,1,0.0,7,9,32.7,54.4,3,2,54.0,552.6,8.5,9.3,1,1,1,0,0,95224150,29405339
14031,1,12,2020,90848,2018,8,1,1,0.0,8,7,32.7,54.4,1,5,36.6,73.2,21.3,22.1,1,1,1,0,0,95225089,29405093
14032,1,12,2020,78320,2015,0,0,1,0.0,8,7,32.7,54.4,5,5,25.9,25.9,21.3,22.1,1,1,1,0,0,95224325,29405101
14033,1,12,2020,78320,2015,0,0,1,0.0,8,7,32.7,54.4,5,5,25.9,25.9,21.3,22.1,1,1,1,0,0,95225838,29405003
14034,1,12,2020,78320,2015,0,0,1,0.0,8,7,32.7,54.4,5,5,22.0,22.0,21.3,22.1,1,1,1,0,0,95225955,29405026
14035,1,12,2020,78320,2015,0,0,1,0.0,7,7,32.7,54.4,5,5,36.6,73.2,21.3,22.1,1,1,1,0,0,95225955,29405026
14036,1,12,2020,78320,2015,0,0,1,0.0,8,7,32.7,54.4,5,5,22.0,22.0,21.3,22.1,1,1,1,0,0,95225534,29405064
14037,1,12,2019,44000,2019,0,0,2,0.0,7,9,32.7,54.4,5,2,38.1,126.0,14.6,15.4,1,1,1,0,0,95225640,29404386
14038,1,12,2019,121619,2016,0,0,2,0.0,7,9,32.7,54.4,5,2,39.6,344.4,12.2,13.0,1,1,1,0,0,95225855,29404652
14039,1,12,2019,15380,2015,0,0,2,0.0,7,9,32.7,54.4,5,2,39.6,422.1,12.2,13.0,1,1,1,0,0,95224549,29404981
14040,1,12,2019,22731,2015,0,0,2,0.0,8,9,32.7,54.4,5,2,42.1,423.1,12.2,13.0,1,1,1,0,0,95225109,29404671
14041,1,12,2017,16040,2013,0,0,1,0.0,7,7,32.7,54.4,4,2,80.8,547.1,11.0,11.7,1,1,1,0,0,95230082,29404794
14042,1,12,1962,104284,2019,0,0,1,2004.0,6,2,27.2,40.8,4,2,39.6,723.9,11.6,13.5,0,1,1,0,0,95273713,29435191
14043,1,12,1962,116740,2019,0,0,1,2004.0,6,3,27.2,40.8,4,2,39.6,723.9,12.0,13.5,0,1,1,0,0,95273646,29435191
14044,1,12,1962,19340,2013,0,0,1,2006.0,5,7,40.8,68.0,4,2,21.9,110.3,10.9,12.0,0,0,1,0,0,95273613,29433394
14045,1,12,1962,19340,2013,0,0,1,2004.0,6,9,28.1,47.2,4,2,19.2,72.8,13.7,14.7,0,1,1,0,0,95273785,29435503
14046,1,12,1967,98366,2019,0,0,1,2001.0,6,6,24.5,32.7,5,2,25.9,65.5,24.4,25.5,1,1,1,0,0,95273315,29412102
14047,1,12,1967,98366,2019,0,0,1,2001.0,6,6,24.5,32.7,2,1,18.3,48.8,24.4,25.5,1,1,1,0,0,95273332,29415493
14048,1,12,1967,90504,2019,0,0,1,2001.0,6,9,24.5,32.7,2,1,18.3,48.8,27.0,27.5,1,1,1,0,0,95273252,29415497
14049,1,12,1967,90504,2019,0,0,1,2001.0,6,6,24.5,32.7,5,2,25.9,65.5,28.0,28.5,1,1,1,0,0,95273236,29412102
14050,1,12,2002,173782,2020,0,0,2,2018.0,7,9,32.7,54.4,5,2,25.0,67.7,56.5,58.0,1,1,1,0,0,95273552,29430067
14051,1,12,2002,156762,2020,0,0,2,0.0,7,9,32.7,54.4,5,2,40.2,94.5,45.1,46.7,1,1,1,0,0,95273299,29422182
14052,1,12,2002,173782,2020,0,0,2,0.0,7,9,32.7,54.4,5,2,39.6,94.5,52.4,54.0,1,1,1,0,0,95273565,29424340
14053,1,12,1967,156762,2020,0,0,0,1999.0,6,0,24.5,32.7,1,19,3.0,8.2,0.0,0.0,0,0,0,1,0,95273411,29412372
14054,1,12,2002,183561,2020,8,0,1,0.0,6,4,32.7,54.4,5,2,34.7,34.7,29.1,37.5,1,1,1,0,0,95274128,29434184
14055,1,12,2002,10000,2014,8,0,1,0.0,7,4,32.7,54.4,5,2,34.7,34.7,9.1,10.0,1,1,1,0,0,95274083,29434158
14056,1,12,2004,11410,2013,8,0,1,0.0,7,5,32.7,54.4,5,2,36.9,36.9,10.7,12.6,1,1,1,0,0,95273855,29434435
14057,1,12,2002,183561,2020,8,0,1,0.0,7,2,32.7,54.4,5,2,13.1,14.0,29.1,38.9,1,1,1,0,0,95273341,29434485
14058,1,12,2002,33700,2014,0,0,1,0.0,7,9,32.7,54.4,5,2,34.4,119.8,14.0,15.7,1,1,1,0,0,95274070,29434783
14059,1,12,2002,19340,2013,8,0,2,0.0,7,8,32.7,54.4,5,2,28.0,46.6,7.9,8.8,1,1,1,0,0,95274078,29434434
14060,1,12,2002,164550,2014,8,0,2,0.0,8,5,32.7,54.4,5,2,13.4,13.4,6.6,7.5,1,1,1,0,0,95273310,29434462
14061,1,12,2002,24000,2014,0,0,2,0.0,7,9,32.7,54.4,5,2,30.5,65.5,12.2,13.0,1,1,1,0,0,95273291,29434920
14062,1,12,2002,24200,2010,0,0,2,0.0,7,9,32.7,54.4,5,2,38.4,87.2,11.0,11.8,1,1,1,0,0,95273334,29434108
14063,1,12,2004,15000,2010,0,0,1,0.0,7,7,40.8,68.0,4,5,82.3,554.4,7.3,8.0,1,1,1,0,0,95273614,29433822
14064,1,12,2004,19340,2013,0,0,1,0.0,6,7,40.8,68.0,4,5,82.3,671.2,7.3,8.0,1,1,1,0,0,95273653,29435984
14065,1,12,2006,190080,2020,0,0,1,0.0,7,9,40.8,68.0,3,5,42.7,103.6,50.0,51.3,1,1,1,0,0,95272968,29442772
14066,1,12,2006,190080,2020,0,0,1,0.0,7,9,40.8,68.0,3,5,51.8,112.8,54.0,57.6,1,1,1,0,0,95272395,29445133
14067,1,12,2004,25490,2010,0,0,1,0.0,7,7,40.8,68.0,4,5,45.7,249.0,7.3,8.0,1,1,1,0,0,95273175,29442376
14068,1,12,2004,26000,2014,0,0,1,0.0,7,7,40.8,68.0,4,5,45.7,228.6,7.3,8.0,1,1,1,0,0,95272404,29445328
14069,1,12,2006,26000,2014,0,0,1,0.0,7,7,40.8,68.0,3,5,45.7,228.6,7.3,8.0,1,1,1,0,0,95272577,29444299
14070,1,12,2006,41742,2013,8,0,2,0.0,8,7,40.8,68.0,5,2,34.7,96.0,11.0,11.7,1,1,1,0,0,95272129,29462249
14071,1,12,2006,34596,2016,0,0,1,0.0,7,7,40.8,68.0,4,5,74.4,646.8,11.0,11.7,1,1,1,0,0,95265715,29464599
14072,1,12,2006,190080,2020,0,0,1,0.0,7,9,40.8,68.0,3,5,43.3,157.3,53.0,55.9,1,1,1,0,0,95272026,29451486
14073,1,12,2005,190080,2020,0,0,1,0.0,7,9,40.8,68.0,5,2,36.6,146.3,42.8,45.9,1,1,1,1,0,95272084,29453609
14074,1,12,2006,190080,2020,8,0,1,0.0,7,9,40.8,68.0,3,5,51.5,131.1,51.8,53.2,1,1,1,0,0,95272178,29455506
14075,1,12,2006,8747,2013,8,0,1,0.0,7,7,40.8,68.0,4,5,71.6,792.5,7.3,8.0,1,1,1,0,0,95272340,29462246
14076,1,12,2006,41742,2013,8,0,2,0.0,7,7,40.8,68.0,5,2,35.1,96.6,11.0,11.7,1,1,1,0,0,95272076,29462249
14077,1,12,2006,190080,2020,8,0,2,0.0,7,9,40.8,68.0,5,2,34.7,96.0,47.1,48.5,1,1,1,0,0,95272204,29462249
14078,1,12,2006,28385,2013,8,0,1,0.0,7,7,40.8,68.0,4,5,73.2,547.4,7.3,8.0,1,1,1,0,0,95272003,29462555
14079,1,12,2005,110170,2013,0,0,1,0.0,7,7,40.8,68.0,4,5,75.3,913.5,17.7,18.4,1,1,1,0,0,95272022,29463783
14080,1,12,2005,110170,2013,0,0,1,0.0,7,9,40.8,68.0,4,5,75.9,910.7,22.3,23.0,1,1,1,0,0,95270750,29470412
14081,1,12,2006,24838,2010,0,0,1,2014.0,7,7,32.7,54.4,5,2,36.3,156.7,18.3,19.0,1,1,1,0,0,95270844,29470436
14082,1,12,2004,46700,2013,0,0,1,0.0,6,2,40.8,68.0,5,2,36.6,146.3,11.0,16.2,1,1,1,1,0,95272173,29453890
14083,1,12,2006,40030,2013,0,0,1,0.0,6,2,40.8,68.0,5,2,36.6,146.3,14.0,20.5,1,1,1,0,0,95271913,29453441
14084,1,12,2020,38902,2017,0,1,1,0.0,7,7,32.7,54.4,4,5,78.0,1136.3,11.0,11.7,1,1,1,0,0,95274560,29433759
14085,1,12,2020,3930,2017,0,1,2,0.0,8,7,32.7,54.4,5,2,33.5,134.1,7.3,8.0,1,1,1,0,0,95273848,29432489
14086,1,12,2020,400,2017,0,1,2,0.0,8,6,32.7,54.4,5,2,35.1,68.3,8.5,9.3,1,1,1,0,0,95273849,29433693
14087,1,12,2020,28951,2017,0,1,1,0.0,7,7,32.7,54.4,4,5,90.2,1020.5,11.0,11.7,1,1,1,0,0,95273736,29435312
14088,1,12,2021,400,2020,0,1,1,0.0,8,7,32.7,54.4,4,5,82.9,1965.4,9.8,10.5,1,1,1,1,0,95272020,29452506
14089,1,12,1939,340,2013,0,6,1,0.0,6,4,23.6,39.9,1,19,1.5,8.5,6.1,13.2,0,0,0,1,0,95052216,29435905
14090,1,12,1990,12500,2016,0,0,2,0.0,6,9,32.7,54.4,5,2,36.6,103.6,25.6,26.5,1,1,1,0,0,95053450,29421699
14091,1,12,1990,12500,2016,0,0,2,0.0,7,7,32.7,54.4,5,2,35.4,90.2,19.5,20.4,1,1,1,0,0,95053563,29421444
14092,1,12,1988,34000,2019,0,0,2,0.0,6,9,24.5,32.7,5,2,26.5,133.2,33.2,34.7,1,1,1,0,0,94563479,29451883
14093,1,12,2012,10300,2013,0,0,2,0.0,7,4,32.7,54.4,5,2,35.7,165.8,15.2,15.9,1,1,1,1,0,94592595,29424939
14094,1,12,1969,700,2013,0,0,1,0.0,6,2,32.7,55.3,5,2,12.2,36.6,10.1,13.6,1,1,1,1,0,95014630,29391875
14095,1,12,1969,9465,2019,0,6,1,0.0,5,7,23.6,55.3,5,2,16.8,44.2,7.3,8.0,1,1,1,1,0,95014661,29391902
14096,1,12,1969,390,2013,0,0,1,0.0,7,5,32.7,55.3,5,2,12.2,36.6,10.1,13.6,1,1,1,1,0,95014897,29392102
14097,1,12,1969,29000,2019,0,0,1,0.0,7,9,35.4,68.0,5,2,19.8,53.3,18.1,18.6,1,1,1,1,0,95014796,29392020
14098,1,12,1969,14510,2010,8,0,1,0.0,6,2,32.7,54.4,1,1,6.1,18.3,10.1,12.9,1,1,1,1,0,95015028,29380090
14099,1,12,1969,14510,2010,8,0,1,0.0,6,3,31.7,52.6,1,1,6.1,18.3,10.1,12.9,1,1,1,1,0,95015126,29380113
14100,1,12,1969,20500,2019,0,0,1,0.0,5,9,40.8,68.0,1,2,12.2,73.2,18.0,18.6,0,0,1,1,0,95015864,29363749
14101,1,12,1969,20500,2019,0,0,1,0.0,6,9,32.7,44.4,5,2,24.4,117.3,18.0,18.5,1,1,1,0,0,95015475,29361395
14102,1,12,1986,47938,2019,0,0,2,0.0,4,9,32.7,54.4,6,2,45.7,1141.5,22.9,23.8,1,1,0,1,0,95012426,29330573
14103,1,12,1987,48875,2020,0,0,1,0.0,6,9,32.7,54.4,5,5,36.3,101.2,28.5,31.0,1,1,1,0,0,95014827,29390831
14104,1,12,1969,17357,2020,0,0,1,0.0,6,9,32.7,44.4,5,2,24.4,117.3,17.9,18.8,1,1,1,0,0,95015549,29361387
14105,1,12,1969,17357,2020,0,0,1,0.0,5,7,40.8,68.0,1,2,12.2,73.2,18.0,18.7,1,0,1,1,0,95015932,29363739
14106,1,12,1969,28500,2019,8,0,1,0.0,7,9,32.7,44.4,5,2,19.8,53.3,20.7,21.4,1,1,1,1,0,95014730,29391959
14107,1,12,1992,43210,2013,0,0,1,0.0,7,5,32.7,54.4,5,5,15.2,76.2,9.5,10.4,1,1,1,1,0,95012471,29331446
14108,1,12,2000,21865,2019,0,0,2,0.0,7,7,32.7,54.4,5,2,36.6,96.0,17.4,18.3,1,1,1,0,0,95014465,29395372
14109,1,12,2001,48931,2019,0,0,2,0.0,7,7,32.7,54.4,5,2,36.6,96.0,17.4,18.3,1,1,1,0,0,95014598,29395651
14110,11,12,2012,33787,2020,8,0,1,0.0,8,9,32.7,54.4,5,2,30.5,91.4,23.2,24.5,1,1,1,0,0,95020302,29371156
14111,1,12,2012,33787,2020,8,0,1,0.0,8,9,32.7,54.4,5,2,36.0,305.7,23.2,24.5,1,1,1,0,0,95014434,29352635
14112,1,12,2012,48875,2020,8,0,1,0.0,8,9,32.7,54.4,5,2,31.7,95.1,23.2,24.5,1,1,1,0,0,95014747,29381252
14113,1,12,2012,33787,2020,8,0,1,0.0,8,9,32.7,54.4,5,0,7.9,23.8,23.2,24.5,1,1,1,1,0,95015037,29380088
14114,11,12,2012,10000,2016,0,0,1,0.0,8,8,32.7,54.4,4,2,94.5,691.3,7.9,8.7,1,1,1,0,0,95015866,29362663
14115,1,12,2016,40000,2012,0,0,1,0.0,7,7,32.7,54.4,4,2,86.9,481.6,7.8,8.7,1,1,1,0,0,95014158,29361382
14116,1,12,1971,10300,2013,0,0,1,0.0,6,5,39.0,68.0,5,2,22.9,169.2,15.4,15.9,1,1,1,1,0,94592920,29424879
14117,1,12,1995,42466,2019,8,0,1,0.0,6,7,32.7,54.4,3,13,381.0,3188.8,21.9,23.0,1,1,1,1,0,95014078,29413887
14118,1,12,1995,33130,2019,8,0,1,0.0,6,7,32.7,54.4,3,13,381.0,3197.7,21.9,23.0,1,1,1,1,0,95001161,29424649
14119,1,12,1996,48931,2019,0,0,2,0.0,7,7,32.7,54.4,5,2,36.9,331.9,21.0,21.8,1,1,1,0,0,95014735,29402821
14120,1,12,1996,21865,2019,0,0,2,0.0,6,7,32.7,54.4,5,2,36.9,331.9,21.0,21.8,1,1,1,0,0,95014506,29401908
14121,1,12,1998,32260,2010,0,0,2,0.0,7,7,32.7,54.4,5,2,36.9,436.8,11.0,11.8,1,1,1,0,0,95015082,29412524
14122,1,12,2000,6570,2013,0,0,1,0.0,6,7,32.7,54.4,4,2,55.8,973.8,11.0,11.8,1,1,1,0,0,95014787,29410451
14123,1,12,1998,22190,2013,0,0,2,0.0,6,6,32.7,54.4,5,2,37.5,892.5,17.1,17.9,1,1,1,1,0,95015035,29411892
14124,1,12,2000,60176,2020,0,0,2,0.0,5,6,32.7,54.4,5,2,39.6,890.3,17.1,18.0,1,1,0,1,0,95014787,29404909
14125,1,12,1998,15000,2010,0,0,2,0.0,6,7,32.7,54.4,5,2,38.1,554.1,11.0,11.8,1,1,1,0,0,95020480,29411600
14126,1,12,1998,5151,2010,0,0,2,0.0,5,2,32.7,54.4,5,2,19.8,19.8,8.0,8.8,1,1,0,1,0,95015070,29405151
14127,1,12,1998,390,2013,0,0,2,0.0,7,2,32.7,54.4,5,2,19.8,19.8,8.0,10.5,1,1,1,1,0,95014725,29405096
14128,1,12,1971,33187,2019,0,0,1,0.0,7,6,39.0,68.0,5,2,18.3,85.3,16.7,17.5,1,1,1,0,0,94592992,29432489
14129,1,12,1971,38435,2019,0,0,1,0.0,7,6,29.0,68.0,5,2,32.0,674.5,16.6,17.2,1,1,1,1,0,94593486,29434692
14130,1,12,1979,66848,2020,0,0,0,0.0,5,0,23.6,39.9,1,19,2.1,7.0,0.0,0.0,0,0,0,1,1,94592613,29442664
14131,1,12,1982,5364,2020,0,6,9,0.0,6,2,32.7,54.4,5,5,22.9,91.4,10.4,12.4,1,1,1,1,0,94584458,29450135
14132,1,12,1982,5364,2020,0,6,9,1986.0,6,2,32.7,54.4,5,5,22.9,431.3,10.7,11.6,1,1,1,1,0,94585186,29445763
